,quote,class,good_or_bad
7720,قول ظلم ظلم,الظلمُ,0
7721,حية ارض شيئ ثور الح ظلم نفس,الظلمُ,0
7722,وبين ظلم ظهر عدل خفي خيط رفع يره اهل قلب,الظلمُ,0
7723,بغي تدر دئر,الظلمُ,0
7724,بغي سرع ذنب عقب,الظلمُ,0
7725,حكم قئم ظلم يدم,الظلمُ,0
7726,عدل كلف ظلم امن كلف حرب,الظلمُ,0
7727,يدم ملك كفر ولك يدم ظلم,الظلمُ,0
7728,نصف عدل نكى ظلم,الظلمُ,0
7729,نشن ظلم لأن خشى ركب لأن خشى نعا,الظلمُ,0
7730,كبر شر ظلم دفع ظلم ثمن ظلم,الظلمُ,0
7731,لهم قدر ظلم أجعل عفي عنه شكر قدر,الظلمُ,0
7732,يحا حرم غير ضوء غر نفس عتم ظله,الظلمُ,0
7733,كفر ظلم,الظلمُ,0
7734,ظلم نفد سمى حظا ظلم يفد سوا سمى فضح,الظلمُ,0
7735,وحد بحد بدي ظلم,الظلمُ,0
7736,قام طغة طعة الل,الظلمُ,0
7737,نهر نفس رحل ذكر انك اقى لأن قضت عدل ولأ ظلم يدم,الظلمُ,0
7738,مفر دفع ظلم أيك ارد بقء انس,الظلمُ,0
7739,نظر دعم يأت لهو ظلم بكل مثل لذت,الظلمُ,0
7740,عدل فسد خدم لان تعد ظلم تطع فهم عدل,الظلمُ,0
7741,تعس واع الس لطة فرض ذكر,الظلمُ,0
7742,نقم طغة فضل نقم,الظلمُ,0
7743,صيب ظلم شرر صمت خير,الظلمُ,0
7744,رغب لوك عدل رغب رعة طعة,الظلمُ,0
7745,نوم ظلم عبد,الظلمُ,0
7746,يرض ظلم جدت بني يسك عنه يدر بني ربم سخط تها ناس ظلم,الظلمُ,0
7747,فسد علماء غفل فسد مرء ظلم فسد قرء نفق,الظلمُ,0
7748,حلم عرفش حقق لزم عرف دا مش غضب ربن ظلم دا رحم,الظلمُ,0
7749,قلب قدر منح لحب أخذ ظلم نفي,الظلمُ,0
7750,صيب ظلم شرر صمت خير,الظلمُ,0
7751,ساا ظلم عدل,الظلمُ,0
7752,بدد رجل أرد حسب نسب لقل لشر وأب ظلم وأم سءة وأخ غدر وأخ سكن وعم لضر وخل لذل واب فقر وبن حجة عشر جهل ووط خرب,الظلمُ,0
7753,عدل وجب لكل حال ظلم حرم طلق يبح بحل,الظلمُ,0
7754,ظلم علم اسل نفس فكر جهنم نظر ظلم,الظلمُ,0
7755,صبر ضيم مرد ظلم يكون حلف بطل لحق وشر سفح قتل ريء,الظلمُ,0
7756,فكل ظلم ورض عبد لمن ظلم كعبودب بني رائيل فرع ذل خصم فهو عبد,الظلمُ,0
7757,حسس ظلم قهر وحد منا فما بلك وحد منا عجز حقه بيد,الظلمُ,0
7758,طيع غفر بشر شيء ظلم جحد عدم سان,الظلمُ,0
7759,رغم ظلم عني عدت قبل سءة غفر وأن ادر خد يسر لمن صفع ايم,الظلمُ,0
7760,لحس فكه شعب نسب طرد مدى كبت ظلم عرض ناس,الظلمُ,0
7761,ولي ظلم بكل كان جنة اخر سعى انس سعه,الظلمُ,0
7762,بعد ربع قرن مرس هنة لطب طيع اضف سبب طبة لمت انس ظلم,الظلمُ,0
7763,ظلم هين ناس شبب قصر,الظلمُ,0
7764,فقد حرة فقد ساا ساا فقد عدل ضيع عدل جعل ظلم شخص جسد,الظلمُ,0
7765,عدت عرف لعن ظلم يجد ديح عدل يجد خلع شوك يكف وقل شعر محض خين,الظلمُ,0
7766,مكن قول بأن ظلم جمع اشد شجع بنء سجد وعظ,الظلمُ,0
7767,عدل ظلم وقد ظلم عدل انه امر ناقض عدل ظلم فعل شخص,الظلمُ,0
7768,لمس ظلم ومس أولى ارس بدر,الظلمُ,0
7769,فسد رجل ظلم فسد رأة فتن أسأ زمن فشى اثن بمك,الظلمُ,0
7770,شبه ابه فما ظلم,الظلمُ,0
7771,نفس فهو لغر ظلم,الظلمُ,0
7772,طغة دار ارخ ظنا نفس قدر جرا كون سنن صرع ثبت صنع بذل فخخ أفعال وكانت نهي حتم دلل كفي بله وسء صنع,الظلمُ,0
7773,زاد عاد عدو عبد,الظلمُ,0
7774,حدث ايم لكل رفع ايد دعء رفع ظلم لكل ظلم سبد دئر تجب دعء غرق دنا ظلم أكثر,الظلمُ,0
7775,بغي ا اهل ناس ا كهذ شجر,الظلمُ,0
7776,ا ياك عسف انم ظلم حذر دعو سحر,الظلمُ,0
7777,عند يرد رجل قتل نمر يسم ريض عند يرد نمر قتل يسم شرس,الظلمُ,0
7778,يرد ملك يرد قان,الظلمُ,0
7779,ظلم جعل ظلم بطل وأم جرم بد رجف قلب صحب حول ظهر كبرياء,الظلمُ,0
7780,ظلم علم اسل نفس دوم فكر جهنم نظر ظلم,الظلمُ,0
7781,ظلم زوج زوج عرق فسد أعجل هلك ظلم امر رعة,الظلمُ,0
7782,فلح فرد طمأ ظفر قلم مضى بطش خشى احد سبد اجب ناس يغر ظلم امن عقب,الظلمُ,0
7783,ظلم ؤذن خرب عمر,الظلمُ,0
7784,حرص عدل عدم تحز دفع ناس أقسى واع ظلم,الظلمُ,0
7785,لكة سبب غلل انس انس نشر ظلم ميز جمع طبق قطع ملك رضي روس عظم شعب فلح ملك شيء قرب فأن عدل,الظلمُ,0
7786,ؤكد ابن خلد حتم عدل جنب ظلم يؤد جمع خرب عمر فالشريعة قان عند ضمن عدل ناس حقق حقق عز ملك وعز ملك حقق عمر سبل عمر عدل وأن عدل ابن خلد فرض حكم اله هكذ صمم ابن خلد نظر عمر جمع انه جمع حكم رعة دول جمع بنء حضر عبر دين,الظلمُ,0
7787,ظلم رفض ترن صبا فلس عدل شيء قبل ترن خطأ,الظلمُ,0
7788,وكل منا علم ولد حقق وأن صلة رحم وجب وأن لغش ظلم عدو سبب غضب الل ولك عمل بهذا علم,الظلمُ,0
7789,عجب انس يهن حفظ حرز اكل حرم ظلم زنا سرق شرب خمر نظر حرم وغر صعب حفظ حرك لسن وكم نرى رجل تورع فحش ظلم ولس يفر عرض حيء امو يبل يقل,الظلمُ,0
7790,رفق عدل جاز علم رفق ظلم عبر عتب بيت,الظلمُ,0
7791,قبح واع نسي نسي شهر ارخ يوم غمر ونس تئب اضه يوم عاص ونس علم الل وهب فهم علم سأل عنه ونس ظلم الم ظلم صبح نصر ونس طلب نجح فضل كان سبب نجح ونس دعي فضل بقو سار معه ونس فضل لكل فضل دقق,الظلمُ,0
7792,عندئذ تطع كسر يكون ظلم لأن ظلم يعش ظلم,الظلمُ,0
7793,ظلم نقم لسل لشر تصل فرغ فكك,الظلمُ,0
7794,ظلم سلب ظلم ظلم حرت,الظلمُ,0
7795,مرء يصل لحظ عين ايم بأن صدر ظلم يعد خرج دخل نفس,الظلمُ,0
7796,هنة وذل نذق ظلم يد كنا نقل نهم شقؤ بنء ورب غرباء يأت بلد فعل وبق سأل شيء فقط لأن حمل كرم بلد جاء فكن برط رنس امر يعن انك دول نفس يمس بسء فقد مس دول أسء وهذا منع وله عقب لذلك كانت كرم حفظ جنب هاب ونح اخة عرب سلم دخل بلد كفل عرض ظلم عاملو عبد ابق هرب,الظلمُ,0
7797,سمع صحب كلا رأا عجب نحل تزي ناس كتف تزن بأن تجت صوب سمع نسب صحب علم نحل سخط صحب وأن عرا بلغ تشر برأ رجل كلم كلم سمع جمع ظلم قلة حيء وهذا سوء ادب ظلم قلة حيء وهذا سوء ادب فشي ناس,الظلمُ,0
7798,عصك عقب عقب نهى ظلم قعد مضض,الظلمُ,0
7799,قول حكم ظلم,الظلمُ,0
7800,جمل قيل ظلم,الظلمُ,0
7801,تخف قول صدق حقق عطف ضد ظلم كذب طمع فلو فعل ناس تغر حيت فضل,الظلمُ,0
7802,يعش خوف ظلم يكون حرا,الظلمُ,0
7803,صيب ظلم ظلم صمت ظلم,الظلمُ,0
7804,وقع ظلم كان هدد وجد عدل كان,الظلمُ,0
7805,يمكن حرر انس نفس عقل تعر ظلم,الظلمُ,0
7806,يدر انس وقع ظلم أهم وقف وجه عند عرض,الظلمُ,0
7807,ظلم منع فعل تود فعل عدل حفظ لحق فعل ترد,الظلمُ,0
7808,منا علم لغش ظلم عدو سبب غضب الل ولك عمل بهذا علم,الظلمُ,0
7809,عند يرد رجل قتل نمر يسم ريض عند يرد نمر قتل يسم شرس,الظلمُ,0
7810,عند يعم ظلم وجب انس يجه ظلم بكل شكل,الظلمُ,0
7811,ظلم شيء وحد يمك دفع عنه,الظلمُ,0
7812,خرت حيد حلة ظلم سند ظلم,الظلمُ,0
7813,فقد انس روح عند وقف سند لحق عدل صوب,الظلمُ,0
7814,عظم سبب عنا شخص ردد وقف يجب قول لحق وصد ظلم,الظلمُ,0
7815,سكت وكان بإم تحد فإن تقي ظلم ظلم,الظلمُ,0
7816,ظل بدد سبق فعل قول,الظلمُ,0
7817,صيب ظلم شرر صمت خير,الظلمُ,0
7818,قول طمع,الطمعُ,0
7819,مثل طمع,الطمعُ,0
7820,طرد عصفور فقد معا,الطمعُ,0
7821,رجل شرف حذر رحل شبب بدي حيي نشط يجب حذر فتن نسء وفي رحل كهل وهج حيي نشط يجب حذر غلب وفي رحل شيخوخ ذبل حيي نشط يجب حذر طمع,الطمعُ,0
7822,نتق اله عجز حصل احب قلب حصل,الطمعُ,0
7823,رفق دينار درهم نفع فرق,الطمعُ,0
7824,لزم طمع لذة نظر لذة اضة,الطمعُ,0
7825,عبد حر قنع لحر عبد طمع,الطمعُ,0
7826,طمع بكل شيء خسر شيء,الطمعُ,0
7827,خسر ملك بحق عند طمع متل غير,الطمعُ,0
7828,طمع حل قلب عبد علت هان وعل هون,الطمعُ,0
7829,طمع جعل غنياء قرء,الطمعُ,0
7830,تكون دنا هوه وهم عبد طمع,الطمعُ,0
7831,علم بلل وجب خضع خوف عدم خوف دلل عطل قلب عرف خوف ثمر علم رجء ثمر يقن طمع جنة جهد طلب خاف نار جهد عرب,الطمعُ,0
7832,طمع فإن فقر حضر,الطمعُ,0
7833,أكل شيئ شبع فإن طمع ترك لغر خير أكل,الطمعُ,0
7834,طمع فوز بكل شيء خسر شيء,الطمعُ,0
7835,لزم طمع دل عدم ورع,الطمعُ,0
7836,قلة حرص طمع ورث صدق ورع كثر حرص طمع كثر لهم جزع,الطمعُ,0
7837,نفس منع باح طمع حظر,الطمعُ,0
7838,انس حر سيد نفس شعر قنع عبد لغر طمع,الطمعُ,0
7839,اصغ طبع وعظ قنع جرى نهر بحر ولم تحل شتء ربع لكن طمع سيد ظهر,الطمعُ,0
7840,لذل طمع لعز قنع,الطمعُ,0
7841,قنع تضء وجه طمع فهو أخذ وجه نور قلب سرر,الطمعُ,0
7842,سعد يكون انس لحد دنى شيء لحد قصى قنع وأن يكون لده طمع,الطمعُ,0
7843,تعط عمى عين طلب حجب,الطمعُ,0
7844,لكل امة وثن صنم امة جشع طمع,الطمعُ,0
7845,جشع طمع فقر صدقاء,الطمعُ,0
7846,حال تجد جشع يعش سعد,الطمعُ,0
7847,قدم ارض يكف تلب حاج كفة بشر يكف تلب جشع طمع كفة بشر,الطمعُ,0
7848,جحم بوب جشع طمع شهة,الطمعُ,0
7849,جشع ولى كلم أكمل رغب ماع,الطمعُ,0
7850,جشع طمع دائ يرد زيد,الطمعُ,0
7851,فقر يرد كثر جشع يرد شيء,الطمعُ,0
7852,نسب جشع طمع فالطبيعة أكمل تكف,الطمعُ,0
7853,نبت اغص لذل بذر طمع جشع,الطمعُ,0
7854,دفع ورء حرب جشع طمع رغب يطر رغب حكم,الطمعُ,0
7855,يقل امم علي بن ابي طلب,الطمعُ,0
7856,يقل شعر عته قصد اذ الح ولط الر قاب,الطمعُ,0
7857,قول حكم طمع,الطمعُ,0
7858,مثل طمع,الطمعُ,0
7859,طمع طفل,الطمعُ,0
7860,طمع قتل,الطمعُ,0
7861,طمع ضر نفع,الطمعُ,0
7862,طمع ذلل,الطمعُ,0
7863,طمع ضر نفع,الطمعُ,0
7864,طمع شعب,الطمعُ,0
7865,طمع قلب سلم اله,الطمعُ,0
7866,غن طمع فقر غنى يأس,الطمعُ,0
7867,لزم طمع لذة نظر لذة اضة,الطمعُ,0
7868,جعل نفس عسل لحس ذبب,الطمعُ,0
7869,عبد حر قنع لحر عبد طمع,الطمعُ,0
7870,طمع كمء بحر زد شرب زدد عطش,الطمعُ,0
7871,جحم بوب شهة غضب جشع,الطمعُ,0
7872,نفس منع باح طمع حظر,الطمعُ,0
7873,جشع ولى كلم أكمل رغب ماع,الطمعُ,0
7874,جشع دائ يرد زيد,الطمعُ,0
7875,فقر يرد كثر جشع يرد شيء,الطمعُ,0
7876,جشع علة شخص عمل,الطمعُ,0
7877,نسب جشع فالطبيعة أكمل تكف,الطمعُ,0
7878,نبت اغص لذل بذر طمع,الطمعُ,0
7879,طمع فوز بكل شيء خسر شيء,الطمعُ,0
7880,لزم طمع عدم ورع,الطمعُ,0
7881,حمر طلب قرن فعد صلم اذن,الطمعُ,0
7882,لبن ادم ودي مال بغى اله ثلث ملأ جوف ابن ادم ترب يتب الل تاب,الطمعُ,0
7883,علم ؤمن الل عقب طمع بجن علم كفر الل رحم قنط جنت,الطمعُ,0
7884,تخف رفع صوت صدق حقق عطف ضد ظلم كذب طمع فعل ناس تغر علم,الطمعُ,0
7885,طرد عصفور فقد معا,الطمعُ,0
7886,تعط عمى عين طلب حجب,الطمعُ,0
7887,سهل دفع جيب غير,الطمعُ,0
7888,طمع بكل شيء خسر شيء,الطمعُ,0
7889,خسر ملك بحق عند طمع متل غير,الطمعُ,0
7890,طمع يحل قلب عبد علت هان وعل هون,الطمعُ,0
7891,خدع أطماع زخرف منى حدث مين خدع فلو كشف وتى أجمع وجد هلك حرص طمع,الطمعُ,0
7892,عبد طمع ثيب ذلة ذلل لمن عبد طمع,الطمعُ,0
7893,نفس طمع سبب عجز نفس تهل يأس طمع,الطمعُ,0
7894,طمع جعل غنياء قرء,الطمعُ,0
7895,لحى الل طمع حلت فتل اشد افت سلم,الطمعُ,0
7896,حشو كيس أكثر تسع مزق,الطمعُ,0
7897,كانت دنا هوه وهم سبت منى واستعبدته طمع,الطمعُ,0
7898,علم بلل وجب خضع خوف عدم خوف دلل عطل قلب عرف خوف ثمر علم رجء ثمر يقن طمع جنة جهد طلب خاف نار جهد هرب,الطمعُ,0
7899,بني طمع فإن فقر حضر بني أكل شيئ شبع ترك كلب خير أكل,الطمعُ,0
7900,طعم عبد كرع طمع ذرع ضرب لمن يعط قلل طلب كثر,الطمعُ,0
7901,طمع صرع,الطمعُ,0
7902,مد عين يده سرع خيب اله عكف حزن,الطمعُ,0
7903,طمع فإن فقر حضر,الطمعُ,0
7904,رأت خيل طمع وفي طمع ذلة رقب,الطمعُ,0
7905,طمع يلى ترع وإن قطع عنق رجل طمع,الطمعُ,0
7906,كحمار سوء شبع رمح ناس جاع نهق,الطمعُ,0
7907,نمل نسي حقق سعد تأت نتج حصل نمل وإن إدر قدر نمل,الطمعُ,0
7908,طمع ضر نفع,الطمعُ,0
7909,وجد كثر غرض رغب برم بعد نكن خشى أخذ تفد اخر,الطمعُ,0
7910,قدم ارض يكف تلب حاج كفة بشر يكف تلب جشع كفة بشر,الطمعُ,0
7911,وجد نار عطف شرر فتن شرك حمق وبل جشع,الطمعُ,0
7912,قلة حرص طمع ورث صدق ورع كثر حرص طمع كثر لهم جزع,الطمعُ,0
7913,ولد جمع شجع نثق ناس طمع نهي خسر غلب ولى ثني بقى طمع,الطمعُ,0
7914,جشع فقر دوم,الطمعُ,0
7915,حال تجد جشع يعش سعد,الطمعُ,0
7916,صحب كذب فإن غرر سرب قرب منك بعد بعد منك قرب حمق فإن شيء يرد نفع ضرب بخل فإن قطع احج تكون اله جبن فإن سلم يفر شدة فسق فإن يبع أكل قيل قال طمع ينل,الطمعُ,0
7917,رجل شرف حذر رحل شبب بدي حيي نشط يجب حذر فتن نسء وفي رحل كهل وهج حيي نشط يجب حذر غلب وفي رحل شيخوخ ذبل حيي نشط يجب حذر طمع,الطمعُ,0
7918,نتق اليه عجز حصل احب قلب حصل,الطمعُ,0
7919,لكل امة وثن صنم امة درهم دينار,الطمعُ,0
7920,رفق دينار درهم نفع فرق,الطمعُ,0
7921,جشع طمع فقر صدقاء,الطمعُ,0
7922,حال تجد جشع يعش سعد,الطمعُ,0
7923,جحم بوب جشع طمع شهة,الطمعُ,0
7924,ذهب حكم كسب قطة خسر بقر,الطمعُ,0
7925,لزم طمع لذة نظر لذة اضة,الطمعُ,0
7926,طمع بكل شيء خسر شيء,الطمعُ,0
7927,عبر سوء الظ ناس,سوء الظنُ,0
7928,حكم سوء الظ,سوء الظنُ,0
7929,تدع سوء الظ بلش كشف خفي حكم تره ترى,سوء الظنُ,0
7930,سوء الظ فسد امر بعث شرر,سوء الظنُ,0
7931,سوء الظ يرد صحب ينج جنب,سوء الظنُ,0
7932,كذب سوء الظ بأخ عقل صحح قلب شرح,سوء الظنُ,0
7933,يزل مرء عال دام طلب علم ظن فقد بدأ جهل,سوء الظنُ,0
7934,علم أعقاب امر كأن خلف الظ سمع يرى قرطاس خلت يمن فتح نور نظم جوهر,سوء الظنُ,0
7935,عظم ذنب عند عظم تصد حسن الظ بلل عرف ربه صغر جنب كرم ذنب,سوء الظنُ,0
7936,عر نفس تهم يلم اسء الظ,سوء الظنُ,0
7937,بخل سوء الظ خمل همة ضعف روة وسء خير نكر خير,سوء الظنُ,0
7938,تحس الظ خذل تسئ الظ خذل جعل ظنن اكن اكن,سوء الظنُ,0
7939,ظن عقل اصح ظن جهل,سوء الظنُ,0
7940,قرب ظن سوء اخر غلب ظن خير وطن نفس شيء عاد ظنن سوء اخر ذكر الظ اثم,سوء الظنُ,0
7941,عبد فاق سبل الل دل حسن ظن عبد بلل,سوء الظنُ,0
7942,تلم اسء الظ كنت جعل نفس هدف تهم,سوء الظنُ,0
7943,رأت جهل ناس فاش جهل حت ظن جهل,سوء الظنُ,0
7944,قال حكم لبن جزع صئب جلب لهم وسء ظن لرب وشم عدو صيب تطع حمل صيب,سوء الظنُ,0
7945,وسء الظ الظ كذب حدث حسس جسس نفس حسد بغض دبر وكن عبد الل اخا,سوء الظنُ,0
7946,ظن بطل نصر لحق فقد اسء الظ بلل,سوء الظنُ,0
7947,كذب الظ امم عقل شيـر بحه ساء,سوء الظنُ,0
7948,حقق بره لبس حلة ذوق قبل سمع جرب بحس الظ ايم,سوء الظنُ,0
7949,عظم ارخ ظن وبق ملء هوى,سوء الظنُ,0
7950,سوء الظ فسد للد قضا,سوء الظنُ,0
7951,كبر الظ شقء شقياء ذكى سعد عدء,سوء الظنُ,0
7952,دام الظ سوء يخب قوم,سوء الظنُ,0
7953,رفق بنا ـسء الظ خصل سيئ,سوء الظنُ,0
7954,دين لحق شغل وهب انس رفع بحث نفي حيت الظ وهم بقى يقن وحد,سوء الظنُ,0
7955,منة خير ختم ختم خير ظن سوء,سوء الظنُ,0
7956,سوء فهم ولد سوء الظ ولش,سوء الظنُ,0
7957,سر ارض هون بلا شؤم فقد عشت ارض لاي سنن أغلب الظ فعل مرة خرى,سوء الظنُ,0
7958,الظ نشأ كذب نبع شؤم,سوء الظنُ,0
7959,جلس شرر ورث سوء الظ خير بعث كآب نفس,سوء الظنُ,0
7960,شؤم تسس حية وسء الظ,سوء الظنُ,0
7961,شؤم علم عجز فنح صبح شائم عند شعر عجز يطر حلم ظنو,سوء الظنُ,0
7962,كبر قتل حية قتل امل وسئ الظ شائم,سوء الظنُ,0
7963,دعي قرف ظنن الظ يغن لحق شيئ,سوء الظنُ,0
7964,رحم الل يحس الظ اخر ولت عقب يسء الظ اخر,سوء الظنُ,0
7965,ولس لشر سوء ظن بادل اخر,سوء الظنُ,0
7966,ولى الص لاح الز مان أهل اسء رجل الظ رجل ظهر خزة فقد ظلم,سوء الظنُ,0
7967,عدل قضء الث قة بسء الظ اخر,سوء الظنُ,0
7968,الل حر ؤمن ؤمن دمه ومل عرض وأن يظن ظن الس وء,سوء الظنُ,0
7969,تظن كلم صدر اخك شرا وأن تجد خير حمل,سوء الظنُ,0
7970,سوء الظ اخر يحل حية جحم,سوء الظنُ,0
7971,سوء الظ اخر فتح شرر بوب اثم لأن يجر انس جرا غيب نمم تهم دفع جسس تبع عور اخر,سوء الظنُ,0
7972,جرب صدق حسن الظ عمل ناس شعر ريح نفس ولن أخذ امر شكل شخص عصب,سوء الظنُ,0
7973,خطء طفل شئع حسن الظ بأن مرء وحش بطل غبط لذلك رضى,سوء الظنُ,0
7974,احس الظ ناس كلهم خير عمد نفس خير ناس,سوء الظنُ,0
7975,كانت ورد تظن ناس ارق أرأف خلق قبل كمل الظ قطف فهي اتت حسن ظنه وسء حول,سوء الظنُ,0
7976,حسن الظ حد غبء تسء الظ حد وسس ولي حسن ظنك ثقة وسء ظنك وقي,سوء الظنُ,0
7977,وقف نصي حزن نظر امل نظر بعد امل قدم صحب صبر وحس الظ بلل,سوء الظنُ,0
7978,لأن تحس الظ ندم خير تسء الظ ندم,سوء الظنُ,0
7979,حسن الظ فضل ال صدم وقع لمس صبح بله غفل,سوء الظنُ,0
7980,جمل يكون لدك انس يحس الظ غفر خطأ لمس عذر اسأ,سوء الظنُ,0
7981,قول حكم سوء الظ,سوء الظنُ,0
7982,عبر سوء الظ,سوء الظنُ,0
7983,سبب سوء الظ كره بعض وقل لقؤ قطع رحم فسل الل حسن الظ ناس ففه رحة قلب سلم صدر,سوء الظنُ,0
7984,تحس الظ حد غبء تسء الظ حد وسس ولي حسن ظنك ثقة وسء ظنك وقي,سوء الظنُ,0
7985,الق حسن الظ الخ لق وسء الظ نفس لتك اول سلم اخر زيد,سوء الظنُ,0
7986,تحس الظ خذل تسء الظ خذل جعل ظنن اكن اكن,سوء الظنُ,0
7987,كتم سره خير بيد عرض نفس تهم يلم اسء الظ,سوء الظنُ,0
7988,حزن ضعف قلب ويو عزم يضر ردة شيء احب شيط حزن ؤمن لذلك فرح بشر فءل أحس الظ بلل وثق الل وكل تجد سعد رضا حال,سوء الظنُ,0
7989,قرب ظن سوء اخر غلب ظن خير وطن نفس شيء عاد ظنن سوء اخر ذكر الظ اثم,سوء الظنُ,0
7990,سوء الظ فهم يول الش,سوء الظنُ,0
7991,سوء الظ فسد امر بعث شرر,سوء الظنُ,0
7992,تعد ناس حلو كلم دائ لأن جبر ظرف صمت سيظ تعد تحب,سوء الظنُ,0
7993,جمل يكون لدك انس يحس الظ غفر خطأ لمس عذر اسأ,سوء الظنُ,0
7994,حكم لغش,الغشُ,0
7995,قول لغش,الغشُ,0
7996,غشش يغش ابه,الغشُ,0
7997,غشن ثمن تغش سلع,الغشُ,0
7998,غش مرة كشف امر صد صدق,الغشُ,0
7999,لغش قلب صحب,الغشُ,0
8000,لغش احا ربح ربح دائ ابن لغش,الغشُ,0
8001,انس وقع لغش فرط شفق فقد خسر فرط تهم وسء ظنه,الغشُ,0
8002,كذب خدع لغش حفر سقط قئد احد سقط ثقة قلب تبع,الغشُ,0
8003,لغش دلل دنء نفس خبث فعل دنء هنت أورد ورد هلك عطب,الغشُ,0
8004,كلم زيج صدق كذب سكت صدق غش,الغشُ,0
8005,لغش صفة سيئ وفي تضع قيم تضع جهد هبء,الغشُ,0
8006,كذب يفد شيئ فهو خدع مرة وحد,الغشُ,0
8007,نفق حقق در دعه لأن كذب صدق,الغشُ,0
8008,خطأ فكن شجع انس حول اقل صرف انه خطئ يصل خدع,الغشُ,0
8009,سهل خدع شبب لأن عجل امل,الغشُ,0
8010,غرب بسط انن احا تعر ظلم خدع أضح مم يظن ني عرف ني وخ,الغشُ,0
8011,خدع فقط مكن طلق خدع نفس,الغشُ,0
8012,خدع ذئب يبك قدم رعي,الغشُ,0
8013,خدع خدع نفس,الغشُ,0
8014,وسل حقق خدع مرء عقد انه ذكى اخر,الغشُ,0
8015,خدع علم انه خدع,الغشُ,0
8016,شيء صعب جنب خدع مرء نفس,الغشُ,0
8017,خدع فقط تطع يكون وجه غبياء صدقو جرم يصف قون,الغشُ,0
8018,غشش بعد ناس بعد الل,الغشُ,0
8019,غشش قلل حصل دنء همة,الغشُ,0
8020,غشش تها نظر الل اله,الغشُ,0
8021,غشش محق برك,الغشُ,0
8022,لغش خين منة كلف انس حمل,الغشُ,0
8023,لغش دلل ضعف ايم,الغشُ,0
8024,لغش سبب سبب فرق سلم,الغشُ,0
8025,لغش طرق وصل نار,الغشُ,0
8026,لغش اكل مول ناس بطل,الغشُ,0
8027,لغش سبب عدم جبة دعء لأن صحب أكل مال حرم,الغشُ,0
8028,لغش خرج جيل فشل قدر حمل سؤل,الغشُ,0
8029,لغش ولد ضعف ثقة فرد جمع,الغشُ,0
8030,امر تعلق حرب عمد خدع حرب خدع,الغشُ,0
8031,ركب كذب كلم ضد ضمر,الغشُ,0
8032,عند صدق لكذ اب مرض,الغشُ,0
8033,كذب حفظ ذكر جيد,الغشُ,0
8034,كذب رمل بدو ناع عند مدد ثقل عند حمل,الغشُ,0
8035,نبغ تكون كذب ذكر جيد,الغشُ,0
8036,نخف خدع يجب كذب مرة,الغشُ,0
8037,عمل روة كذب عمل ارخ,الغشُ,0
8038,خدم سيد كذب احد,الغشُ,0
8039,كذب يتم كرر صبح حقق,الغشُ,0
8040,ديح كذب لذة غبي,الغشُ,0
8041,كذب يفد شيئ فهو خدع ال مرة وحد,الغشُ,0
8042,دع كذب يقص كاذيب يقل صدق,الغشُ,0
8043,ناس كذب كث كلم نفس,الغشُ,0
8044,نقع كاذيب سبح سمك يتة,الغشُ,0
8045,جرء قلب تكن رجل فضل,الغشُ,0
8046,رجل يكر ضطر كذب امم,الغشُ,0
8047,شخص أخذ حمل لجد حقق امر صغر يمكن وثق امر كبر,الغشُ,0
8048,شعة كاذيب قضى عليها لرد إشع مثل قضى عليها عمل يجب نفع سلف ظار نطق لسن قول تحل شعة جدد وهي حق كان شعة قدم وهي بطل,الغشُ,0
8049,يمكن أحد كذب يخف شيء نظر بشر عين اخر,الغشُ,0
8050,يقل علء عري,الغشُ,0
8051,يقل,الغشُ,0
8052,يقل شعر امم شفع,الغشُ,0
8053,حكم لغش,الغشُ,0
8054,حكم لغش,الغشُ,0
8055,يأت ناس زمن يبل مرء امن حلل حرم صبح لغش عدة,الغشُ,0
8056,غش مرة كشف امر صدق صدق,الغشُ,0
8057,غش فلس منا,الغشُ,0
8058,غشش يغش حت ابه,الغشُ,0
8059,تغش دمع مسح فالتمساح ذرف دمع يلت فرس,الغشُ,0
8060,لغش قلب صحب,الغشُ,0
8061,غشن ثمن تغش سلع,الغشُ,0
8062,تزد بثم شيء تبع غشا ناس صبح كرو بين,الغشُ,0
8063,ؤمن بعض بعض نصح بعد نزل أبد فجر بعض بعض عشش تخو قرب نزل أبد,الغشُ,0
8064,انس وقع لغش فرط شفق فقد خسر فرط تهم وسء ظنه,الغشُ,0
8065,وكل منا علم ولد حقق وأن صلة رحم وجب وأن لغش ظلم عدو سبب غضب الل ولك عمل بهذا علم,الغشُ,0
8066,انس اثب ضحة كبر عمل غش ارخ قمت نفس,الغشُ,0
8067,غشش فقط تطع يكون وجه غبياء صدقو جرم صفق,الغشُ,0
8068,حجة ساذ لغش,الغشُ,0
8069,لغش ظهر سلو رفض سعى اله شخص حقق كسب ادي عني شبع احتياجات,الغشُ,0
8070,لغش دلل دنء نفس خبث فعل ال دنء هنت أورد ورد هلك عطب,الغشُ,0
8071,اكس كيس تقى أحمق الح فجر أصدق الص منة أكذب لكذ خين,الغشُ,0
8072,لغش دلل دنء نفس خبث فعل الا دنء هنت أورد ورد هلك عطب,الغشُ,0
8073,تطع خدع تغش ناس وقت لكن تطع خدع ناس طول وقت,الغشُ,0
8074,خدع وغش فضل تآمر بد تسء صحب اول,الغشُ,0
8075,مكر خدع لغش نار,الغشُ,0
