quote,class,good_or_bad
الحسد أغبى الرذائل إطلاقاً، فإنه لا يعود على صاحبه بأية فائدة.,الحسدُ,0
لا يمكنك أن تكون سعيداً وحاسداً بنفس الوقت.,الحسدُ,0
اصبر على كيد الحسود فإن صبرك قاتله، كالنار تأكل بعضها إن لم تجد ما تأكله.,الحسدُ,0
لله در الحسد ما أعدله، بدأ بصاحبه فقتله.,الحسدُ,0
يمكنني أن أرضي الناس كلهم إلا حاسد نعمة، فإنه لا يرضيه إلا زوالها.,الحسدُ,0
قبل أن يبدأ الإنسان حياته عليه أن يقاتل شعور الحسد والكراهية في نفسه.,الحسدُ,0
ليس الحاسد هو الذي يطمع أن يساويك بأن يرقى إليك، بل هو الذي يريد أن تساويه بأن تنزل إليه.,الحسدُ,0
الحاسد يصوّب على الآخرين ويجرح نفسه.,الحسدُ,0
الحسد إهانة للذات.,الحسدُ,0
ارْحَم نَفسَك من الحِقْدِ فإنّه عَطَب، نارٌ وأنتَ الحَطَب,الحسدُ,0
إن طاقة الحقد لن توصلك إلى مكان، لكن طاقة الصفح التي تتجلى في الحب ستحول حياتك بشكل إيجابي.,الحسدُ,0
وإن الكره ليرتجف أمام الحبّ، وإن الحقد ليهتز أمام التسامح، وإن القسوة لترتعش أمام الرقة واللّين.,الحسدُ,0
دين قديم خير من حقد قديم.,الحسدُ,0
إذا كان الحقد من أساس فأساسه هو الإهانة والاحتقار.,الحسدُ,0
إن لكل جريمة دافعاً لها؛ فقد يكون الدافع الحقد، أو الانتقام، أو الحسد، أو الخوف، أو المال.,الحسدُ,0
إن الإنسان الضعيف قد يصبح وحشاً مفترساً، إذا أتيحت له الفرصة، و إذا كان يشعر بالحقد على الحياة والمجتمع.,الحسدُ,0
طهّر فؤادك من حقد ومن دغل، فشر داء يضر القلب داؤهما,الحسدُ,0
كن كالنخيل عن الأحقاد مرتفعاً، يؤذى برجم فيعطي خير أثمار، واصبر إذا ضقت ذرعاً والزمان سطا، لا يحصل اليسر إلا بعد إعسار.,الحسدُ,0
إن الضغينة تلقاها وإن قدمت كالعر يكمن حيناً ثم ينتشر.,الحسدُ,0
إن الحقود وإن تقادم عهده، فالحقد باقٍ في الصدور مغيب.,الحسدُ,0
ولا أحمل الحقد القديم عليهم، وليس رئيس القوم من يحمل الحقدا.,الحسدُ,0
ادعاء الحب أسوأ من الحقد.,الحسدُ,0
وإن الضغن بعد الضغن يبدو عليك ويُخرج الداء الدفينا.,الحسدُ,0
لا يحمل الحقد من تعلو به الرتب، ولا ينال العلا من طبعه الغضب.,الحسدُ,0
لكي تتقي حقد الناس كن قاسياً على نفسك، وكريماً معهم.,الحسدُ,0
تحت سماء لوثها الحقد والدخان، ما نوع المخلوقات التي يمكن أن تتنفس وتتكاثر.,الحسدُ,0
الحقد موجود داخل الإنسان كوحش نائم، فإذا أطعمه مرة طالب بالمزيد واشتد حتى يلتهم صاحبه.,الحسدُ,0
في العالم أكداس من الكراهية والحقد لا بد من تصفيتها.,الحسدُ,0
كانت تفصل بينهما مسافات طويلة من الحقد والمرارة.,الحسدُ,0
إن الحقد لا ينصر قضية؛ فالقضايا التي تنتصر هي ذات الأسباب الواضحة.,الحسدُ,0
الحقد والكره لا يقتل إلا صاحبه.,الحسدُ,0
وهل يصعب الاتفاق إلا على ذوي النفوس الخبيثة الطامعة التي تملؤها الأنانية ويغزوها الحقد.,الحسدُ,0
لا تولّد الكراهية غير الكراهية، لا يستطيع إنسان أن يبني فوق الحقد، إنه كمن يبني فوق المستنقع.,الحسدُ,0
إن أكبر معركة يجب أن يخوضها الإنسان هي معركته مع نفسه، معركة ينتصر فيها حب العدالة على شهوة الحقد.,الحسدُ,0
بدلًا من أن تُبادر بالهجوم على الشخص الناجح، بادر في أن تصبح أكثر نجاحاً منه، ذلك هو الفرق بين الحقد والطموح.,الحسدُ,0
محظوظ من لا يحمل الحقد كمرافق له.,الحسدُ,0
العقائد التي يبنيها الحقد يهدمها الانتقام، والعقائد التي يبنيها الحب يحميها الإحسان.,الحسدُ,0
وإن الكره والحسد ليرتجف أمام الحبّ، وإن الحقد ليهتز أمام التسامح، وإن القسوة لترتعش أمام الرقة واللّين.,الحسدُ,0
يوجد نوع واحد من القذارة لا يمكن تطهيرها بالماء النقي، وهي: الكراهية، والحسد، والتعصب التي تلوّث الروح.,الحسدُ,0
الظلام لا يمكنه أن يبدد الظلام، الضوء وحده يمكنه ذلك، والكراهية لا يمكنها أن تبدد الكراهية، فالحب وحده يمكنه ذلك.,الحسدُ,0
الكراهية تكلف أكثر من الحب، لأنها إحساس غير طبيعي، إحساس عكسي مثل حركة الأجسام ضد جاذبية الأرض، تحتاج إلى قوة إضافية وتستهلك وقوداً أكثر.,الحسدُ,0
الكراهية تشل الحياة، والحب يطلقها، والكراهية تربك الحياة، والحب ينسقها، والكراهية تظلم الحياة، والحب يُنيرها.,الحسدُ,0
يقول ابن الرومي:,الحسدُ,0
أقوال وحكم عن الوفاء,الجفاءُ,0
حكم عن الوفاء,الجفاءُ,0
وعد بلا وفاء عداوة بلا سبب,الجفاءُ,0
إن الصبر لله غناء ، والصبر بالله بقاء ، والصبر مع الله وفاء ، والصبر عن الله جفاء,الجفاءُ,0
حفظ السر من صدق الوفاء.,الجفاءُ,0
المدينة العظمى هي التي يسود فيها العلم والحرية والإخاء والوفاء.,الجفاءُ,0
ثلاثة أشياء تسقط قيمة المرأة : حب المال والأنانية وحب السيطرة .. وثلاثة ترفعها : التضحية والوفاء والفضيلة.,الجفاءُ,0
سئل أحد العرب ، بأي شيء يعرف وفاء الرجل دون تجربة واختبار ، قال : بحنينه إلى أوطانه وتلهفه على ما مضى من زمانه,الجفاءُ,0
حفظ السر من صدق الوفاء. إن عدم الوفاء للشهداء هو بداية الهزيمة الحقيقة لأية أمة. لا تقطع أبداً وعداً لا تستطيع الوفاء به. المدينة العظمى هي التي يسود فيها العلم، والحرية، والإخاء، والوفاء.,الجفاءُ,0
لا شيء أجمل من ابتسامة تكافح للظهور ما بين الدموع.,الجفاءُ,0
كُن مخلصاً لما هو في داخلك.,الجفاءُ,0
عندما يكون الوفاء متعة للمرء، فهذا هو الحب.,الجفاءُ,0
إن المرأة لا تهزأ من الحب ولا تسخر من الوفاء إلّا بعد أن يخيب الرجل آمالها.,الجفاءُ,0
الرجل بوفائه في القول وإخلاصه في العمل.,الجفاءُ,0
أوفى حب لدى البشر هو حب الطعام.,الجفاءُ,0
لسانك موقفك فلا تهنه ولا تكثر في وعد لا تستطيع الوفاء به أو وعيد لا يجد ما يدعمه في قدرتك.,الجفاءُ,0
أمهل الوعد وعجل بالوفاء.,الجفاءُ,0
الجود يذب الموجود والوفاء تحقيق الموعود.,الجفاءُ,0
لا تحزن إذا جاءك سهم قاتل من أقرب الناس إلى قلبك، فسوف تجد من ينزع السهم ويعيد لك الحياة والابتسامة.,الجفاءُ,0
لو ألقمته عسلاً عض إصبعي.,الجفاءُ,0
يظهر وفاء الرجل في الكلام، وتظهر وفاء المرأة في الدموع.,الجفاءُ,0
الإنسان بدون وفاء وإخلاص، للأسف الشديد جسم بلا قلب.,الجفاءُ,0
الحبّ لا يُقاس بعدد الساعات التي كلّمك فيها بالبطاقات الهاتفيّة، بل بالزمن الذي في انتظاره، كنتِ تحسبين الأشهر والأسابيع والأيّام بالساعات، وحده الوفاء يملك عدّادًا دقيقًا للوقت، إنّه النخاع الشوكي لذاكرة العشاّق.,الجفاءُ,0
شعب لا يعرف الوفاء شعب لا يعرف التقدم.,الجفاءُ,0
الوفاء من شيم الكرام والغدر من صفات اللئام.,الجفاءُ,0
أما أنا فأعيش وحدي في السماء، فيها الوفاء والأرض تفتقد الوفاء، ما أجمل الأيام في دنيا السحاب لأغدر فيها لا خداع.,الجفاءُ,0
لا تصاحب ثلاثة متكبر، جاهل، خائن..وأعطي الناس ثلاثة المحبة، الوفاء، الإخلاص,الجفاءُ,0
كم تمنيناكِ فلما صرتِ لنا صرتِ لغيرنا، ثم أنتِ كما أنتِ لا وفاء فيك لأحد.,الجفاءُ,0
اغضب كما تشاءُ واذهبْ كما تشاءُ واذهبْ متى تشاءُ، لا بدَّ أن تعودَ ذاتَ يومٍ وقد عرفتَ ما هوَ الوفاءُ.,الجفاءُ,0
الازدهار يتطلب الوفاء أما المحنة فتفرضه.,الجفاءُ,0
الكريم إذا وعد وفى.,الجفاءُ,0
علمني الوفاء أن أضحي بأكبر من طاقتي، حتى وإن كان من أضحي لأجله قد خذلني .,الجفاءُ,0
رأيتُ الحُرَّ يجتنبُ المخازي ويَحْميهِ عن الغدرِ الوفاءُ.,الجفاءُ,0
للمرآة ضحكتان ضحكة بوجه طفلها تعلمه معنى الأمومة، وضحكة بوجه حبيبها تعلمه معنى الوفاء .,الجفاءُ,0
لا خير في قول بلا فعل، ولا في منظر بلا مخبر، ولا في مال بلا جود، ولا في صديق بلا وفاء، ولا في فقه بلا ورع، ولا في صدقة إلا بنية، ولا في حياة إلا بصحة وأمن.,الجفاءُ,0
الوفاء لا يغيب مثلما تغيب الشمس، الوفاء لا يذوب مثلما يذوب الثلج، الوفاء لا يموت.,الجفاءُ,0
الإخلاص في قلوب الرجال أكبر أهمية من النجاح.,الجفاءُ,0
ثمار الأرض تجنى كل موسم، لكن ثمار الوفاء تجنى كل لحظة.,الجفاءُ,0
المرء ليس بصادق في قوله حتى يؤيد قوله بفعاله.,الجفاءُ,0
الوفاء هو أخو العدالة.,الجفاءُ,0
أمهل بالوعد وعجل بالوفاء.,الجفاءُ,0
أبطأ الناس في قطع الوعود أحرصهم على الوفاء بها.,الجفاءُ,0
وعد بلا وفاء عداوة بلا سبب.,الجفاءُ,0
الوفاء والصدق يجلبان الرزق.,الجفاءُ,0
سئل أحد العرب  بأي شيء يعرف وفاء الرجل دون تجربة واختبار، قال: بحنينه إلى أوطانه وتلهفه على ما مضى من زمانه، إن من علامة وفاء المرء ودوام عهده، حنينه إلى إخوانه، وشوقه إلى أوطانه، وبكاؤه على ما مضى من زمانه، وأن من علامة الرشد أن تكون النفوس إلى مولدها مشتاقة، وإلى مسقط رأسها توّاقة، وللألف والعادة قطع الرجل نفسه لصلة وطنه.,الجفاءُ,0
إن عدم الوفاء للشهداء هو بداية الهزيمة الحقيقة لأي أمة.,الجفاءُ,0
لا تقطع أبداً وعداً لا تستطيع الوفاء به.,الجفاءُ,0
إن الصبر لله غناء، والصبر بالله بقاء، والصبر مع الله وفاء، والصبر عن الله جفاء.,الجفاءُ,0
الحب كالزهرة الجميلة والوفاء هي قطرات الندى عليها، والخيانة هي الحذاء البغيض الذي يدوس على الوردة فيسحقها.,الجفاءُ,0
حبك لي حب افتراضي، وفاؤك لي وفاء افتراضي، وحده موتي الافتراضي حقيقي كالتنفس.,الجفاءُ,0
الوفاء عملة نادرة والقلوب هي المصارف، وقليلة هي المصارف التي تتعامل بهذا النوع من العملات.,الجفاءُ,0
كم تمنيناك فلما صرت لنا صرت لغيرنا ثم أنت كما أنت لا وفاء فيك لأحد.,الجفاءُ,0
كم كانت درجاتك في امتحان الوفاء الأول مزرية، وكم تعاقبت بعدها الانحدارات، وكم تضخم العار!,الجفاءُ,0
الوفاء خير وسادة للراحة.,الجفاءُ,0
استثمرت فيك بكل ما ملكتُ من حبٌ  ووفاء ونقاء، فكانت خَسارتي فيك أكبر خَساراتي.,الجفاءُ,0
الوفاء عند الملاح صدف، أسعفيني يا دموع العين.,الجفاءُ,0
قد تكون شخصاً واحداً بالنسبة للعالم لكنك قد تكون العالم كله بالنسبة لشخص واحد.,الجفاءُ,0
الصديق الوفي هو شخص يعرفنا لكنه يحبنا بكل الأحوال.,الجفاءُ,0
لا يتحقق الوفاء، إلا إذا احترق فؤادي لمن أحب وهو لا يعلم.,الجفاءُ,0
الصديق الوفي هو من يمشي تجاهك عندما يمشي الجميع بعيداً عنك.,الجفاءُ,0
علمني الوفاء أن أضيء شمعتي بنهاية كل ليلة، لأبحث عن أوراقي لأنسج أشعاري وكلماتي وأرتب الفواصل بين جُمل الحب وكلمات العشق.,الجفاءُ,0
الصديق الوفي هو الشخص الذي يتواجد معك عندما يكون بإمكانه أن يتواجد في مكان آخر.,الجفاءُ,0
علمني الوفاء أن أحسب خطواتي أنا فقط، ولا أحُاسب من أحب على خطواته.,الجفاءُ,0
الصديق الوفي هو الشخص الذي يؤمن بك عندما تشك بنفسك.,الجفاءُ,0
أفتقد الحب المعطّر بعبق الوفاء، والصداقة المعطرة بنسيم الإخلاص.,الجفاءُ,0
صديقك الوفي هو من يعرف عنك كل شيء وما زال معجباً بك.,الجفاءُ,0
سلامٌ على الدنيا إِذا لم يكنْ بها، صديقٌ صدوقٌ صادق الوعدِ منصفاً.,الجفاءُ,0
الأصدقاء الأوفياء مثل ألماس نادرون للغاية، والأصدقاء السيئون كورق الشجر مترامين في كل مكان.,الجفاءُ,0
صديق منافق  يتصنع الوفاء، يتعمد إحراجك، تتمنى له الخير ويحسدك.,الجفاءُ,0
الوفاء أصل الصدق والعقل، والغدر أخو الكذب والجور.,الجفاءُ,0
الصداقة زرعة لابد أن نرويها بماء الإخلاص والوفاء ونحيطها بتراب الزمن حتى تظل دائماً.,الجفاءُ,0
موت الوفاء عين الحكمة أحياناً.,الجفاءُ,0
الوفاء صدق اللسان والفعل معاً، والغدر كذب بهما.,الجفاءُ,0
ليس هناك منظر أشد قتامة من الصواب عندما لا يكون في جانبنا.,الجفاءُ,0
الوفاء هو أن تبتسم في وجه من يبتسم لك وأنت حزينٌ من داخلك .,الجفاءُ,0
يا زمن لماذا تركت الوفاء يغرق پعيداً دون أن تنقذه من غدر الأيام، لماذا تركت الإخلاص يختفي عن الوجود دون أن تعطيه ولو فرصة واحدة للبقاء.,الجفاءُ,0
أقوال عن الذل,الذلُ,0
كلمات جارحة للحبيب,الذلُ,0
وحسب الفتى من ذلة العيش أنه .....يروح بأدنى القوت وهو حباء. (أبو العلاء المعري).,الذلُ,0
حكم سيوفك في رقاب العذل... وإذا نزلت بدار ذل فارحل...وإذا بليت بظالم كن ظالما... وإذا لقيت ذوي الجهالة فاجهل....,الذلُ,0
وإذا الجبان نهاك يوم كريهة.... خوفاً عليك من ازدحام الجحفل......فاعص مقالته ولا تحفل بها.... واقدم إذا حق اللقا في الأول.,الذلُ,0
وأخلق خلق الله بالذل تائه.....يتيه بلا علم حواه ولا أدب.....يقول إذا استنهضته لعظيمة... شرفت وأغناني عن النصب النسب.,الذلُ,0
علام أخضع في الدنيا لمن رفعت....وما بأيديهم رزقي ولا أجلي...ما قدر الله لا أستطيع أدفعه....وما لهم في سوى المقدور من عمل.,الذلُ,0
مقام الفتى في الحي حيا مسلما.... معافا مقام ذلة بالفتى يزري....ومهما تنم في ظل بيتك عاجزا .....تصبك خطوب الدهر من حيث لا تدري.,الذلُ,0
إذا كنت ترضى أن تعيش بذلة.... فلا تستعدن الحسام اليمانيا....فما ينفع الأسد الحياء من الطوى..... ولا تتقى حتى تكون ضواريا.,الذلُ,0
ذل من يغبط الذليل بعيش... رب عيش أخف منه الحمام....والذل يظهر في الذليل مودة.... وأود منه لمن يود الأرقم.,الذلُ,0
لا يعجبن مضيماً حسن بزته.... وهل تروق دفيناً جودة الكفن.,الذلُ,0
لا تخضعن رغبا ولا رهبا فما.... المرجو والمخشي إلا الله.....ما قد قضاه الله ما لك من يد....بدفاعه وسواه لا تخشاه.,الذلُ,0
واختر لنفسك منزلا تعلو به.... أو مت كريما تحت ظل القسطل.,الذلُ,0
صن حر وجهك لا تهتك غلائله......فكل حر لحر الوجه صوان.,الذلُ,0
لا ترض بالهون في خل تعاشره .... فلن ترى غير جار الذل مهتضماً.,الذلُ,0
يا طالب الدنيا على ذل بها.... اعزز علي بأن أراك ذليلاً...... فاعص مقالته ولا تحفل بها.... وأقدم إذا حق اللقا في الأول.......لو كنت تعقل أو تشاور عاقلا.... كان الكثير وقد ذللت قليلا.....ذل امرؤ جعل المذلة دهره.....طلب المغانم منزلا مأهولا....عد الطامع كيف شئت وخذ بها ....مل اليدين من العفاف بديلا.,الذلُ,0
وشر ما خفته حياة .....أدت إلى ذلة وعار.,الذلُ,0
لقد هان على الناس... من احتاج إلى الناس.,الذلُ,0
المرء يرفع نفسه ويهينها.... ويزينها بفعاله ويشنها.,الذلُ,0
إذا ما أهان امرؤ نفسه.... فلا أكرم الله من يكرمه.,الذلُ,0
قد ذل من ليس له نصير... وخاب من أرشده الضرير,الذلُ,0
إذا أهنت أناساً....فأنت سوف تهان....وأنت في كل أمر... كما تدين تدان.,الذلُ,0
كل الفضائل بعد العز ضائعة... أمانة الكلب لم تشفع بذلته....رضيت ببعض الذل خوف جميعه....كذلك بعض الشر أهون من بعض.,الذلُ,0
لا ترض بالهون في خل تعاشره.... فلن ترى غير جار الذل مهتضماً.,الذلُ,0
موت الفتى في عزة خير له.... من أن يبيت أسير طرف أكحل.,الذلُ,0
لا تسقيني ماء الحياة بذلة.. بل فاسقيني بالعز كأس الحنظل.,الذلُ,0
من هانت عليه نفسه فهو عل غيره أهون.,الذلُ,0
ارحموا عزيز قوم ذل، وغنياً افتقر، وعالماً ضاع بين جهال.,الذلُ,0
موت في قوة وعز خير من حياة في ذل وعجز.,الذلُ,0
الإنسان إذا ارتضى الذل، يكون قد أصيب بالعطب، ولم يعد صالحاً للحياة.,الذلُ,0
فقمّة الذل أن تجتمع فيك هيئة الحزن والتقزز.,الذلُ,0
ومن لم يذق مر التعلم ساعة.. يتجرع ذل الجهل طوال حياته.,الذلُ,0
وليس من سبيل إلى تحرر الإنسان من أسر العبودية والذل إلا سبيل العبودية الصادقة لله -عز وجل-.,الذلُ,0
الاختلاف يولد الفرقة، والفرقة تولد الضعف، والضعف يولد الذل، والذل يولد زوال النعمة وهلاك الأمة.,الذلُ,0
من تكبر على الناس ذل.,الذلُ,0
كل عز لم يؤيد بعلم فإلى الذل يصير.,الذلُ,0
لا يعني الموت شيئاً، لكن أن تعيش مهزوماً وذليلاً يعني أن تموت يومياً.,الذلُ,0
مَنْ عَظُم وقار الله في قلبه أن يعصيه، وقَّره الله في قلوب الخلق أن يذلوه.,الذلُ,0
يقول عبد الوهاب عزام: الفكر لا يحد، واللسان لا يصمت، والجوارح لا تسكن، فإن لم تشغلها بالعظائم، اشتغلت بالصغائر، وإن لم تعملها في الخير عملت في الشر؛ فعلمها التحليق تكره الإسفاف، وعرفها العز تنفر من الذل.,الذلُ,0
طلب العلم شاق، ولكن له لذة ومتعة والعلم لا ينال إلا على جسر من التعب والمشقة ومن لم يتحمل ذل العلم ساعة يتجرع كأس الجهل أبداً.,الذلُ,0
الإحسان هو أن تصون وجه السائل من ماء المذلة.,الذلُ,0
القناعة خير من الضراعة والتقلل خير من التذلل والفرار خير من الحصار.,الذلُ,0
عن داود الطائي قال: ما أخرج الله عبدا من ذل المعاصي إلى عز التقوى إلا أغناه بلا مال وأعزه بلا عشيرة وآنسه بلا أنيس.,الذلُ,0
والله ما ذل ذو حق، وإن أطلق العالم عليه، ولا عز لا باطل، ولو طلع القمر بين جنبيه.,الذلُ,0
ركوب الأهوال خير من ذل السؤال.,الذلُ,0
أنا أحب الحياة جداً، لكني أرفض الذل والخضوع والعدوان على نفسي.,الذلُ,0
إذا خيرت بين العنف وقبول الذل، فاختر العنف.,الذلُ,0
اعلم أن الزمان لا يثبت على حال كما قال -عز وجل-: (وتلك الأيام نداولها بين الناس)، فتارة فقر وتارة غنى، وتارة عز وتارة ذل، وتارة يفرح الموالي وتارة يشمت الأعادي.. والعاقل من لازم أصلاً على كل حال: وهو تقوى الله، والمنكر من عزته لذة حصلت مع عدم التقوى، فإنها ستزول وتخليه خاسراً.,الذلُ,0
من لم يحتمل ذل التعلم ساعة، بقي في ذل الجهل أبداً.,الذلُ,0
ثمن الكرامة والحرية فادح، لكن ثمن الذل أفدح.,الذلُ,0
لا يراضي الذل أن ينزل به أبدا.. إلا الجبان الوضيع النفس والشيم.. ولا يقر على ضيم سوى رجل.. لم يدر ما المجد في معنى ولا كلم.,الذلُ,0
ألفتم الهون حتى صار عندكم.. طبعا وبعض طباع المرء مكتسب.. وفارقتكم لطول الذل نخوتكم.. فليس يؤلمكم خسف ولا عطب.. كم بين صبر غدا للذل مجتلبا.. وبين صبر غدا للعز يجتلب.,الذلُ,0
من أراد الغنى بغير مال، والكثرة بلا عشيرة، فليتحول من ذل المعصية إلى هز الطاعة إلى الله، إلا أن يذل من عصاه.,الذلُ,0
ذل من يغبط الذليل بعيش.. رب عيش أخف منه الحمام.,الذلُ,0
أولئك الذين يركعون للناس يخشى أن يعتبروا مقعدين.,الذلُ,0
لا تكن طالبا لما في يد الناس، فيزور عن لقاك الصديق.. إنما الذل في سؤالك للناس، ولو في سؤالك اين الطريق.,الذلُ,0
حكم سيوفك في رقاب العذل.. وإذا نزلت بدار ذل فارحل.. واختر لنفسك منزلا تعلو به.. أو مت كريما تحت ظل القسطل.,الذلُ,0
حسبي بعلمي إن نفع.. ما الذل غلا في الطمع.. من راقب الله نزع.. عن سوء ما كان صنع.. ما طار طير وارتفع.. إلا كما طار وقع.,الذلُ,0
عش عزيزا، أو مت وأنت كريم.. بين طعن القنا وخفق البنود.. فرؤوس الرماح أذهب للغيـظ، وأشفى لغل صدر الحقود.. لا كما قد حييت غير حميد.. وإذا مت مت غير فقيد.. فاطلب العز في لظى وذر.. الذل ولو كان في جنان الخلود.,الذلُ,0
وما السجن إلا ظل بيت سكنته.. أرفه في أفيائه وأنعم.. فكم من طليق أوثق الذل نفسه.. وآخر ماسور يعز ويكرم.,الذلُ,0
إن الذل يغير من شكل المخلوق الخارجي ويغير تشريحه الداخلي.,الذلُ,0
كلمات عن الذل,الذلُ,0
كلمات جارحة للحبيب,الذلُ,0
القناعة خير من الضراعة، والتقلل خير من التذلل، والفرار خير من الحصار.,الذلُ,0
أنا أحب الحياة جداً ، لكني أرفض الذل والخضوع والعدوان على نفسي.,الذلُ,0
من أراد الغنى بغير مال، والكثرة بلا عشيرة، فليتحول من ذل المعصية إلى هز الطاعة إلى الله، إلا أن يذل من عصاه.,الذلُ,0
لو كان الاستبداد رجلاً، وأراد أن ينتسب، لقال: أنا الشر، وأبي الظلم، وأمي الإساءة، وأخي الغدر، وأختي المسكنة، وعمي الضر، وخالي الذل، وابني الفقر، وابنتي البطالة، ووطني الخراب، وعشيرتي الجهالة .,الذلُ,0
إن الذل يغير من شكل المخلوق الخارجي ويغير تشريحه الداخلي.,الذلُ,0
والناس سواسية -في الذل- كأسنان المشط.,الذلُ,0
الإنسان إذا ارتضى الذل يكون قد أصيب بالعطب ولم يعد صالحا للحياة .,الذلُ,0
والناس من خوف الفقر في فقر، ومن خوف الذل في ذل.,الذلُ,0
لقد ذقت الهوان حتى لم يعد الهوان يثير حنقي ، أهناك فوق سطح الأرض امرؤٌ لم يُذَلّ ؟.,الذلُ,0
كم تظلمون ولستم تشتكون، وكم تستعصون فلا يبدو لكم غضب ألفتم الهون حتى صار عندكم طبعا، وبعض طباع المرء مكتسب!,الذلُ,0
فكل من قبل الظلم ورضي به كان عبدا لمن ظلمه كعبودية بني إسرائيل لفرعون وكل من ذل لخصمه فهو عبد.,الذلُ,0
من هانت عليه نفسه فهو على غيره أهون.,الذلُ,0
الإحسان هو أن تصون وجه السائل من المذلة.,الذلُ,0
القناعة خير من الضراعة والتقلل خير من التذلل والفرار خير من الحصار.,الذلُ,0
الأنانية تولد الحسد، والحسد يولد البغضاء، والبغضاء تولد الاختلاف، والاختلاف يولد الفرقة، والفرقة تولد الضعف، والضعف يولد الذل والذل يولد زوال الدولة وزوال النعمة وهلاك الأمة.,الذلُ,0
ما نبتت أغصان الذل إلا علي بذر الطمع.,الذلُ,0
الغرور علامة على الذل أكثر منه على الكبرياء.,الذلُ,0
كل عز لم يؤيد بعلم فإلى الذل يصير.,الذلُ,0
لا يعني الموت شيئاً، لكن أن تعيش مهزوماً وذليلاً يعني أن تموت يومياً.,الذلُ,0
من تكبر على الناس ذل.,الذلُ,0
وليس من سبيل إلى تحرر الإنسان من أسر العبودية والذل إلا سبيل العبودية الصادقة لله عز وجل.,الذلُ,0
الفكر لا يحد، واللسان لا يصمت، والجوارح لا تسكن، فإن لم تشغلها بالعظائم، اشتغلت بالصغائر، وإن لم تعملها في الخير عملت في الشر؛ فعلمها التحليق تكره الإسفاف، وعرفها العز تنفر من الذل.,الذلُ,0
طلب العلم شاق ولكن له لذة ومتعة والعلم لا ينال إلا على جسر من التعب والمشقة ومن لم يتحمل ذل التعلم ساعة تجرع كأس الجهل أبدا.,الذلُ,0
ارفع سيفك في وجه المحتل .. لا تُرغم شعبك أن يدفع ثمن الذل.,الذلُ,0
أقوال وحكم عن الغدر,الخيانةُ,0
حكم عن الخيانة,الخيانةُ,0
الوفاء من شيم الكرام، والغدر من صفات اللئام.,الخيانةُ,0
الغدر من الصفات القاتلة، خاصة بالنسبة للأشخاص المقربين من الإنسان الغدار، ويجعلهم غير واثقين فيه على الإطلاق.,الخيانةُ,0
من تعامل مع الناس بالمكر تعاملوا معه بالغدر.,الخيانةُ,0
الخيانة تغفر و لا تنسى.,الخيانةُ,0
أكثر الناس خيانةً هو ذلك الذي يعطيك ظهره وأنت في أمس الحاجة إلى قبضة يده.,الخيانةُ,0
ما أبشع أن تخون صديقًا، لكنّ الأبشع أن تجد الخيانة سهلة.,الخيانةُ,0
كل خائن يختلق لنفسه ألف عذر وعذر ليقنع نفسه بأنه فعل الصواب.,الخيانةُ,0
الحب كالزهرة الجميلة والوفاء هي قطرات الندى عليها، والخيانة هي الحذاء البغيض الذي يدوس على الوردة فيسحقها.,الخيانةُ,0
لا تسألني عن الخيانة، فأنا لا أعتقد أن هناك كلمات قادرة على وصفها.,الخيانةُ,0
أرجوكم، أقنعوني بأي شيء إلا الخيانة، لأنها تحطم القلب وتنزع الحياة من أحشاء الروح.,الخيانةُ,0
إذا كنت تحب بصدق فلا تتخاذل لأن التخاذل هو الخيانة ولكن بطريقة مختلفة.,الخيانةُ,0
إذا خنت قلبي فلا تتحدث عن الحب، لأن الحب بريء من الخونة.,الخيانةُ,0
كم مرة هزمتنا الخيانة دون قتال.,الخيانةُ,0
احذر خيانة الفرح، فخيانته قاسية.,الخيانةُ,0
لا يمكن للخيانة أن لا تنسى.,الخيانةُ,0
أخشى ما أخشاه أن تصبح الخيانة وجهة نظر.,الخيانةُ,0
الخيانة هي الجريمة التي يدفع ثمنها من لم يقترفوها.,الخيانةُ,0
من ضيع الأمانة ورضي بالخيانة، فقد تبرأ من الديانة.,الخيانةُ,0
الخيانة كالموت، لا تسمح البتة بالفوارق.,الخيانةُ,0
الخائن يكرهه الجميع.,الخيانةُ,0
نكران الجميل خيانة.,الخيانةُ,0
الخيانة تنشأ من الثقة.,الخيانةُ,0
الحب يتحمل الموت والبعد أكثر مما يتحمل الشك والخيانة.,الخيانةُ,0
يستطيع الكذب أن يدور حول الأرض في انتظار أن تلبس الحقيقة حذاءها.,الخيانةُ,0
لا فرق بين خيانة الضمير وخيانة الواقع إلا التنفيذ.,الخيانةُ,0
لم يف بعهده معها فباتت تعتقد بأنّ كل من على هذه الأرض يخون.,الخيانةُ,0
إذا خانك الشخص مرّة فهذا ذنبه، أما إذا خانك مرتين فهذا ذنبك أنت.,الخيانةُ,0
إن الخيانة في حد ذاتها ميتة حقيرة.,الخيانةُ,0
من المؤلم أنّ الخيانة التي لا تنجح لا يجرؤ أحد على تسميتها خيانة.,الخيانةُ,0
كم خائن اليوم لا يشنق، بل يشنق الآخرين.,الخيانةُ,0
إن الخيانة ليس يغسلها.. من خاطئٍ دمع ولا ندم.,الخيانةُ,0
وسوء ظنّك بالأدنين داعية.. لأن يخونك من قد كان مؤتمنا.,الخيانةُ,0
